metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['21', '22', '24'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,72.7,38.4,15.7,3,2006,15700000
"{'Underground name': ['Купчино', 'Проспект Славы', 'Дунайская'], 'Underground time': ['22', '23', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,73.8,34.5,18.0,12,2008,14950000
"{'Underground name': ['Черная речка', 'Лесная', 'Выборгская'], 'Underground time': ['14', '20', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,56.7,22.1,17.9,11,2023,15840000
"{'Underground name': ['Ленинский проспект', 'Автово', 'Кировский завод'], 'Underground time': ['11', '12', '12'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,65.2,23.7,25.6,3,2021,16390000
"{'Underground name': ['Выборгская', 'Новочеркасская', 'Площадь Ленина'], 'Underground time': ['7', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,45.3,20.9,13.1,5,2017,15700000
"{'Underground name': ['Беговая', 'Черная речка', 'Комендантский проспект'], 'Underground time': ['11', '8', '9'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,67.0,44.0,8.2,4,1991,16390000
"{'Underground name': ['Приморская', 'Василеостровская', 'Крестовский остров'], 'Underground time': ['7', '12', '15'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,72.3,35.8,15.1,10,2023,15183000
"{'Underground name': ['Спортивная', 'Черная речка', 'Гостиный двор'], 'Underground time': ['23', '26', '26'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,39.9,13.6,17.6,10,2022,15000000
"{'Underground name': ['Московская', 'Звездная', 'Ленинский проспект'], 'Underground time': ['9', '25', '6'], 'Transport type': ['legs', 'legs', 'car']}",0,1-комнатная,37.36,10.6,14.2,13,2025,17990000
"{'Underground name': ['Московские ворота', 'Фрунзенская', 'Балтийская'], 'Underground time': ['15', '20', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,68.6,32.1,13.4,3,2022,16800000
"{'Underground name': ['Электросила', 'Парк Победы', 'Бухарестская'], 'Underground time': ['17', '22', '24'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,58.06,22.6,10.4,11,2024,17999000
"{'Underground name': ['Беговая'], 'Underground time': ['30'], 'Transport type': ['car']}",1,1-комнатная,46.3,19.3,22.0,4,2018,16500000
"{'Underground name': ['Лесная', 'Черная речка', 'Выборгская'], 'Underground time': ['16', '20', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,63.5,25.8,21.0,7,2024,17100000
"{'Underground name': ['Лесная', 'Черная речка', 'Выборгская'], 'Underground time': ['21', '22', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,62.29,27.7,19.2,3,2023,16900000
"{'Underground name': ['Площадь Восстания', 'Чернышевская', 'Маяковская'], 'Underground time': ['14', '18', '18'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,63.0,42.5,11.6,4,1897,17000000
"{'Underground name': ['Озерки', 'Удельная', 'Комендантский проспект'], 'Underground time': ['5', '6', '6'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,79.6,47.0,15.0,5,1993,17300000
"{'Underground name': ['Черная речка', 'Лесная', 'Выборгская'], 'Underground time': ['14', '22', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,34.3,9.6,15.4,10,2022,16900000
"{'Underground name': ['Автово', 'Кировский завод', 'Ленинский проспект'], 'Underground time': ['8', '11', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,91.5,58.7,13.5,4,1939,16500000
"{'Underground name': ['Старая Деревня', 'Беговая', 'Комендантский проспект'], 'Underground time': ['24', '5', '8'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,42.7,9.0,21.0,7,2019,18000000
"{'Underground name': ['Московская', 'Парк Победы', 'Ленинский проспект'], 'Underground time': ['4', '18', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,53.5,13.0,26.6,9,2019,16780000
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['8', '18', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,62.2,24.9,18.1,5,2024,18000000
"{'Underground name': ['Удельная', 'Озерки', 'Пионерская'], 'Underground time': ['9', '23', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,44.6,16.4,17.8,3,2021,16900000
"{'Underground name': ['Озерки', 'Удельная', 'Проспект Просвещения'], 'Underground time': ['17', '24', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,70.1,28.1,19.8,10,2011,16500000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['13', '8', '9'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,46.7,15.4,11.1,7,2008,16200000
"{'Underground name': ['Спортивная', 'Василеостровская', 'Чкаловская'], 'Underground time': ['2', '12', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,50.3,29.4,5.0,4,1912,16700000
"{'Underground name': ['Петроградская', 'Чкаловская', 'Горьковская'], 'Underground time': ['9', '11', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,56.0,32.0,11.6,3,1909,16799000
"{'Underground name': ['Приморская', 'Василеостровская', 'Крестовский остров'], 'Underground time': ['17', '8', '10'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,54.8,25.0,14.0,10,2000,16500000
"{'Underground name': ['Проспект Просвещения', 'Парнас', 'Озерки'], 'Underground time': ['10', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,96.6,43.8,45.8,1,2009,16500000
"{'Underground name': ['Звездная', 'Купчино', 'Московская'], 'Underground time': ['1', '20', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,83.6,36.6,19.0,5,2001,17700000
"{'Underground name': ['Технологический институт', 'Фрунзенская', 'Пушкинская'], 'Underground time': ['13', '13', '14'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,56.0,28.0,13.0,2,1886,17950000
"{'Underground name': ['Московская', 'Ленинский проспект', 'Звездная'], 'Underground time': ['7', '4', '5'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,80.58,40.3,18.4,7,2026,21750637
"{'Underground name': ['Беговая', 'Зенит', 'Крестовский остров'], 'Underground time': ['17', '19', '23'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,76.18,39.5,14.7,2,2025,19650000
"{'Underground name': ['Выборгская', 'Лесная', 'Площадь Ленина'], 'Underground time': ['11', '6', '22'], 'Transport type': ['legs', 'car', 'legs']}",0,3-комнатная,78.91,32.8,20.4,2,2026,28139306
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['21', '4', '4'], 'Transport type': ['legs', 'car', 'car']}",0,3-комнатная,73.58,40.4,18.8,2,2025,23550566
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Удельная'], 'Underground time': ['13', '13', '13'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,90.25,41.0,23.0,7,2026,19600043
"{'Underground name': ['Елизаровская', 'Площадь Александра Невского', 'Ломоносовская'], 'Underground time': ['18', '4', '5'], 'Transport type': ['legs', 'car', 'car']}",0,3-комнатная,81.98,44.2,18.4,2,2025,25400150
"{'Underground name': ['Московская', 'Звездная', 'Шушары'], 'Underground time': ['16', '12', '14'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,99.6,46.4,24.5,3,2024,19450635
"{'Underground name': ['Горный институт', 'Приморская', 'Василеостровская'], 'Underground time': ['откроется', '6', '5'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,90.97,36.7,25.8,2,2027,24743840
"{'Underground name': ['Проспект Большевиков', 'Ломоносовская', 'Новочеркасская'], 'Underground time': ['6', '8', '8'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,74.41,46.8,13.4,5,2025,19800069
"{'Underground name': ['Московская', 'Звездная', 'Шушары'], 'Underground time': ['18', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,77.28,41.5,17.1,3,2025,15900437
"{'Underground name': ['Парк Победы', 'Ленинский проспект', 'Московская'], 'Underground time': ['20', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,44.0,27.0,7.0,3,1961,6200000
"{'Underground name': ['Комендантский проспект', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['10', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,3-комнатная,83.5,41.9,19.0,8,2025,20450026
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['30', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,21.1,8.2,4.6,5,2024,6087350
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Политехническая'], 'Underground time': ['6', '8', '8'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,45.0,30.0,7.5,4,1968,6350000
"{'Underground name': ['Московская', 'Звездная', 'Шушары'], 'Underground time': ['21', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,34.86,17.0,10.3,3,2026,6950188
"{'Underground name': ['Комендантский проспект', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['11', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,40.55,17.6,12.9,9,2025,10750206
"{'Underground name': ['Московская', 'Ленинский проспект', 'Звездная'], 'Underground time': ['21', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,29.1,18.2,5.0,3,2020,6650000
"{'Underground name': ['Гражданский проспект', 'Политехническая', 'Академическая'], 'Underground time': ['17', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,55.0,37.5,7.3,4,1970,7100000
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['18', '22', '23'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,53.63,21.1,17.1,2,2026,8138352
"{'Underground name': ['Сенная площадь', 'Спасская', 'Садовая'], 'Underground time': ['4', '5', '8'], 'Transport type': ['legs', 'legs', 'legs']}",1,5-комнатная,157.4,121.9,20.6,4,1829,23490000
"{'Underground name': ['Московская', 'Парк Победы', 'Ленинский проспект'], 'Underground time': ['18', '19', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,45.0,28.0,6.0,2,1961,7050000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['22', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,109.35,63.0,15.8,2,2022,34900000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['28', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,39.7,12.8,17.1,21,2024,8646660
"{'Underground name': ['Проспект Большевиков', 'Улица Дыбенко', 'Новочеркасская'], 'Underground time': ['12', '4', '8'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,24.0,14.0,5.0,4,2002,5200000
"{'Underground name': ['Московская', 'Ленинский проспект', 'Звездная'], 'Underground time': ['7', '4', '5'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.7,10.6,15.2,9,2026,10300054
"{'Underground name': ['Звездная', 'Купчино', 'Ленинский проспект'], 'Underground time': ['20', '8', '9'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,35.8,16.2,8.5,12,2012,7299999
